,agency_name,ori
17192,Laureldale Police Department,PA0060900
17193,Morris-Cooper Regional Police Department,PA0171600
17194,Brentwood Police Department,PA0020400
17195,Muncy Police Department,PA0410300
17196,Derry Police Department,PA0651500
17197,Punxsutawney Police Department,PA0330300
17198,"State Police, Bureau of Criminal Investigation: Erie County",PA25BCI0X
17199,Forks Township Police Department,PA0481500
17200,East Franklin Township Police Department,PA0032200
17201,Clarion University,PA0160700
17202,Bureau of Narcotics: Montgomery County,PA046DE00
17203,Doylestown Township Police Department,PA0092700
17204,State Police: Bedford County,PA005SP00
17205,Riverside Police Department,PA0491300
17206,Whitehall Township Police Department,PA0390800
17207,Conway Police Department,PA0042000
17208,"State Police, Bureau of Criminal Investigation: Wyoming County",PA66BCI0X
17209,State Park Rangers: Yellow Creek,PA0321600
17210,North Versailles Township Police Department,PA0023900
17211,State Park Rangers: Gifford Pinchot,PA0671100
17212,Berlin Police Department,PA0560400
17213,Geistown Police Department,PA0111100
17214,Carbondale Police Department,PA0350100
17215,State Police: Berks County,PA006SP00
17216,"State Police, Bureau of Criminal Investigation: Northumberland County",PA49BCI0X
17217,Jeannette Police Department,PA0650400
17218,"Lehigh Township Police Department, Northampton County",PA0480600
17219,State Police: Elizabethville,PA022SP00
17220,Baldwin Township Police Department,PA0020A00
17221,Avis Police Department,PA0180300
17222,Meshoppen Police Department,PA0660200
17223,Honey Brook Police Department,PA0152900
17224,County Detective: Lancaster County,PA0364500
17225,Wilkes-Barre Township Police Department,PA0402700
17226,"State Police, Bureau of Criminal Investigation: Juniata County",PA34BCI0X
17227,State Police: Tioga County,PA059SP00
17228,State Police: Greene County,PA030SP00
17229,"Bethel Township Police Department, Berks County",PA0064200
17230,Shamokin Police Department,PA0490400
17231,Benton Area Police Department,PA0190100
17232,Sewickley Heights Police Department,PA0022400
17233,Springdale Township Police Department,PA0021S00
17234,"Carroll Township Police Department, York County",PA0674600
17235,York County Sheriff's Office,PA0670000
17236,State Park Rangers: Samuel S. Lewis,PA0676400
17237,Bureau of Forestry: York County,PA067BF00
17238,Taylor Police Department,PA0351200
17239,State Park Rangers: Prince Gallitzin,PA0116800
17240,"State Police, Bureau of Criminal Investigation: York County",PA67BCI0X
17241,Biglerville Police Department,PA0011500
17242,Butler County Sheriff's Office,PA0100000
17243,Ford City Police Department,PA0030200
17244,Corry Police Department,PA0250100
17245,Aldan Police Department,PA0234000
17246,Martinsburg Police Department,PA0070900
17247,Mount Joy Police Department,PA0361000
17248,Bern Township Police Department,PA0063100
17249,Avoca Police Department,PA0401600
17250,"Falls Township Police Department, Bucks County",PA0090500
17251,Beaver County Sheriff's Office,PA0040000
17252,Montour Township Police Department,PA0191200
17253,Cheswick Police Department,PA0025900
17254,McKeesport Police Department,PA0021300
17255,Findlay Township Police Department,PA0020R00
17256,Vernon Township Police Department,PA0201100
17257,"State Police, Bureau of Criminal Investigation: Philadelphia County",PA51BCI0X
17258,Summit Township Police Department,PA0562600
17259,Patton Township Police Department,PA0140900
17260,Bureau of Forestry: Carbon County,PA013BF00
17261,Jamestown Police Department,PA0432100
17262,Bureau of Narcotics: Wayne County,PA064DE00
17263,Bureau of Forestry: Greene County,PA030BF00
17264,"Allegheny Township Police Department, Westmoreland County",PA0652800
17265,Walnutport Police Department,PA0482800
17266,State Park Rangers: Trough Creek,PA0310900
17267,Gilpin Township Police Department,PA0031300
17268,Lake City Police Department,PA0251200
17269,State Park Rangers: Kettle Creek,PA0182500
17270,Slippery Rock University,PA0101100
17271,Wyoming Police Department,PA0401400
17272,McSherrystown Police Department,PA0010400
17273,East Hempfield Township Police Department,PA0362300
17274,Solebury Township Police Department,PA0091800
17275,Pittston Township Police Department,PA0404900
17276,North Coventry Township Police Department,PA0150700
17277,Bureau of Forestry: Berks County,PA006BF00
17278,Economy Police Department,PA0041100
17279,Minersville Police Department,PA0540600
17280,Bellevue Police Department,PA0020200
17281,Cambria Township Police Department,PA0112000
17282,Little Beaver Township  Police Department,PA0372100
17283,Saltsburg Police Department,PA0320700
17284,Decatur Township Police Department,PA0171400
17285,Dunbar Police Department,PA0261000
17286,Bureau of Forestry: Delaware County,PA023BF00
17287,Aspinwall Police Department,PA0024800
17288,Jefferson Township Police Department,PA0353600
17289,Tiadaghton Valley Regional Police Department,PA0410100
17290,State Police: Cameron County,PA012SP00
17291,State Park Rangers: Hills Creek,PA0592000
17292,State Park Rangers: Bendigo,PA0242500
17293,Ligonier Township Police Department,PA0651700
17294,"State Police, Bureau of Criminal Investigation: McKean County",PA42BCI0X
17295,Bureau of Narcotics: Potter County,PA053DE00
17296,Pittsburgh Bureau of Police,PAPPD0000
17297,"State Police, Bureau of Criminal Investigation: Jefferson County",PA33BCI0X
17298,Lower Saucon Township Police Department,PA0481700
17299,"Jackson Township Police Department, Butler County",PA0102200
17300,West Deer Township Police Department,PA0021D00
17301,Duryea Police Department,PA0400300
17302,West Pike Run Police Department,PA0635000
17303,West Hempfield Township Police Department,PA0363400
17304,White Haven Borough Police Department,PA0403800
17305,Hilltown Township Police Department,PA0092900
17306,"State Police, Bureau of Criminal Investigation: Susquehanna County",PA58BCI0X
17307,Somerset Police Department,PA0560200
17308,Port Carbon Police Department,PA0541700
17309,Upper Perkiomen Police Department,PA0465000
17310,Ashville Police Department,PA0115500
17311,Curwensville Police Department,PA0170300
17312,Bureau of Narcotics: Montour County,PA047DE00
17313,State Park Rangers: Evansburg,PA0463900
17314,Bedford County Sheriff's Office,PA0050000
17315,Northampton County Sheriff's Office,PA0480000
17316,Verona Police Department,PA0029400
17317,Reserve Township Police Department,PA0020G00
17318,Lower Burrell Police Department,PA0650600
17319,"State Police, Bureau of Criminal Investigation: Sullivan County",PA57BCI0X
17320,Dunnstable Township Police Department,PA0180500
17321,State Police: Chester County,PA015SP00
17322,"State Police, Bureau of Criminal Investigation: Union County",PA60BCI0X
17323,Tunkhannock Police Department,PA0660400
17324,Elizabethtown College,PA0365000
17325,"Heidelberg Township Police Department, Berks County",PA0064400
17326,State Police: Blair County,PA007SP00
17327,"State Police, Bureau of Criminal Investigation: Bucks County",PA09BCI0X
17328,Ridley Park Police Department,PA0232700
17329,Southern Regional York County Police Department,PA0674800
17330,Tower City Police Department,PA0542800
17331,Bloomsburg Town Police Department,PA0190300
17332,Chambersburg Police Department,PA0280100
17333,York Police Department,PA0670200
17334,Bryn Athyn Police Department,PA0460400
17335,Pitcairn Police Department,PA0028300
17336,Wiconisco Township Police Department,PA0221800
17337,Bureau of Forestry: Blair County,PA007BF00
17338,Blairsville Police Department,PA0320100
17339,Union City Police Department,PA0250700
17340,Pine Creek Township Police Department,PA0181600
17341,West Pittston Police Department,PA0402500
17342,Bureau of Narcotics: Lawrence County,PA037DE00
17343,Kittanning Police Department,PA0030400
17344,Lower Makefield Township Police Department,PA0090700
17345,Ambridge Police Department,PA0040200
17346,Penn Hills Police Department,PA0021900
17347,Neville Township Police Department,PA0020X00
17348,Masontown Police Department,PA0260500
17349,"Mahoning Township Police Department, Montour County",PA0470200
17350,Lower Chichester Township Police Department,PA0231600
17351,State Police: Susquehanna County,PA058SP00
17352,West Nottingham Township Police Department,PA0155300
17353,"State Police, Bureau of Criminal Investigation: Mercer County",PA43BCI0X
17354,Hemlock Township Police Department,PA0191400
17355,Newtown Police Department,PA0096000
17356,Roseto Police Department,PA0482200
17357,South Fork Police Department,PA0111500
17358,Lower Moreland Township Police Department,PA0461500
17359,Duboistown Police Department,PA0411000
17360,Steelton Police Department,PA0220700
17361,South Annville Township Police Department,PA0381700
17362,Plymouth Police Department,PA0401200
17363,North Buffalo  Police Department,PA0031500
17364,Lower Milford Township Police Department,PA0391500
17365,Harmony Township Police Department,PA0041300
17366,Dormont Police Department,PA0020800
17367,"Union Township Police Department, Lawrence County",PA0370800
17368,Clifton Heights Police Department,PA0230500
17369,Franklin Township Police Department,PA0192500
17370,Birmingham Township Police Department,PA0152000
17371,Greenfield Township Police Department,PA0353000
17372,Jennerstown Police Department,PA0561100
17373,St. Marys City Police Department,PA0240300
17374,McAdoo Police Department,PA0540400
17375,Nesquehoning Police Department,PA0131100
17376,North Strabane Township Police Department,PA0634100
17377,Stroud Area Regional Police Department,PA0450800
17378,Crafton Police Department,PA0026100
17379,Allegheny County Housing Authority,PA0021J00
17380,Souderton Police Department,PA0462600
17381,Johnstown Police Department,PA0110400
17382,"State Police, Bureau of Criminal Investigation: Perry County",PA50BCI0X
17383,North Belle Vernon Police Department,PA0651900
17384,South Lebanon Township Police Department,PA0380600
17385,Bureau of Forestry: Clarion County,PA016BF00
17386,Bureau of Forestry: Tioga County,PA059BF00
17387,Middleburg Police Department,PA0550200
17388,"Salem Township Police Department, Luzerne County",PA0404700
17389,Dallas Police Department,PA0400100
17390,Bureau of Forestry: Crawford County,PA020BF00
17391,Emmaus Police Department,PA0390400
17392,Shippensburg Police Department,PA0210900
17393,Hickory Township  Police Department,PA0371900
17394,Bureau of Narcotics: Westmoreland County,PA065DE00
17395,Bureau of Narcotics: Pike County,PA052DE00
17396,County Detective: Butler County,PA0101700
17397,Northern York Regional Police Department,PA0671500
17398,Hegins Township Police Department,PA0541500
17399,Sankertown Police Department,PA0113700
17400,"State Police, Bureau of Criminal Investigation: Lackawanna County",PA35BCI0X
17401,Everett Police Department,PA0050200
17402,Slate Belt Regional Police Department,PA0484800
17403,Colonial Regional Police Department,PA0480200
17404,State Police: Centre County,PA014SP00
17405,Tarentum Police Department,PA0029200
17406,Mifflinburg Police Department,PA0600300
17407,Mount Pleasant Police Department,PA0650800
17408,State Police: Sullivan County,PA057SP00
17409,Northumberland County Sheriff's Office,PA0490000
17410,Harrison Township Police Department,PA0020E00
17411,Nescopeck Police Department,PA0403400
17412,Bureau of Narcotics: Mifflin County,PA044DE00
17413,Snyder County Sheriff's Office,PA0550000
17414,Bureau of Narcotics: Adams County,PA001DE00
17415,Portersville Police Department,PA0102800
17416,Berks County Sheriff's Office,PA0060000
17417,Springettsbury Township Police Department,PA0670400
17418,Lower Windsor Township Police Department,PA0676000
17419,"Tinicum Township Police Department, Bucks County",PA0095100
17420,State Police: Bradford County,PA008SP00
17421,Ringtown Police Department,PA0542600
17422,Briar Creek Township Police Department,PA0190500
17423,Allegheny County Police Department,PA0022800
17424,South Beaver Township Police Department,PA0043900
17425,Collegeville Police Department,PA0460600
17426,East Taylor Township Police Department,PA0112600
17427,East Marlborough Township Police Department,PA0156200
17428,Wesleyville Police Department,PA0250500
17429,State Police: Crawford County,PA020SP00
17430,Middletown Township Police Department,PA0090900
17431,Swoyersville Police Department,PA0402300
17432,State Park Rangers: Jennings Environmental Education Center,PA0103900
17433,Beaver Police Department,PA0040400
17434,"State Police, Bureau of Criminal Investigation: Westmoreland County",PA65BCI0X
17435,Franklin Police Department,PA0610100
17436,Bureau of Narcotics: Lebanon County,PA038DE00
17437,"State Police, Bureau of Criminal Investigation: Allegheny County",PA02BCI0X
17438,Central Berks Regional Police Department,PA0063500
17439,Media Police Department,PA0231800
17440,Uniontown Police Department,PA0260300
17441,"Richland Township Police Department, Bucks County",PA0096200
17442,Bureau of Forestry: Bradford County,PA008BF00
17443,State Park Rangers: Linn Run,PA0656100
17444,West Mahanoy Township Police Department,PA0543700
17445,South Centre Township Police Department,PA0191600
17446,Mount Lebanon Police Department,PA0021700
17447,Indiana Township Police Department,PA0020V00
17448,North Franklin Township Police Department,PA0633000
17449,Shohola Township Police Department,PA0520600
17450,West Hills Regional Police Department,PA0115900
17451,Patton Police Department,PA0111300
17452,Lower Providence Township Police Department,PA0461700
17453,West Cornwall Township Police Department,PA0381900
17454,Bureau of Narcotics: Lehigh County,PA039DE00
17455,State Park Rangers: Beltzville,PA0132000
17456,State Park Rangers: Lackawanna,PA0352100
17457,East Berlin Police Department,PA0010800
17458,Paint Township Police Department,PA0562000
17459,Franklin Park Police Department,PA0027000
17460,County Detective: Erie County,PA0251600
17461,"State Police, Bureau of Criminal Investigation: Butler County",PA10BCI0X
17462,Nanticoke Police Department,PA0401000
17463,Swatara Township Police Department,PA0220900
17464,Strasburg Police Department,PA0363000
17465,"State Police, Bureau of Criminal Investigation: Blair County",PA07BCI0X
17466,"Butler Township Police Department, Luzerne County",PA0405600
17467,Zelienople Police Department,PA0100400
17468,Shinglehouse Police Department,PA0530400
17469,Monaca Police Department,PA0041500
17470,Colwyn Police Department,PA0230700
17471,Wyomissing Police Department,PA0062200
17472,Bureau of Narcotics: Wyoming County,PA066DE00
17473,Bureau of Forestry: Susquehanna County,PA058BF00
17474,Indiana Police Department,PA0320300
17475,State Park Rangers: Parker Dam,PA0171800
17476,State Park Rangers: Little Pine,PA0412100
17477,Clairton Police Department,PA0020600
17478,Frackville Police Department,PA0540200
17479,Bureau of Narcotics: Monroe County,PA045DE00
17480,Upper Gwynedd Township Police Department,PA0462800
17481,"Conemaugh Township Police Department, Cambria County",PA0110200
17482,Elderton Police Department,PA0032800
17483,Bureau of Narcotics: Allegheny County,PA002DE00
17484,New Castle Township Police Department,PA0544800
17485,Crescent Township Police Department,PA0021H00
17486,"State Police, Bureau of Criminal Investigation: Clearfield County",PA17BCI0X
17487,West Whiteland Township Police Department,PA0154000
17488,Brockway Police Department,PA0330100
17489,Bureau of Forestry: Chester County,PA015BF00
17490,Bushkill Township Police Department,PA0481300
17491,Mansfield University,PA0590900
17492,Jenkins Township Police Department,PA0404500
17493,Salisbury Township Police Department,PA0390600
17494,State Park Rangers: Lyman Run,PA0531500
17495,Kutztown University,PA0065700
17496,Mohnton Police Department,PA0061100
17497,Smithfield Police Department,PA0262500
17498,State Park Rangers: Nockamixon,PA0094000
17499,Pennsylvania State University: Mont Alto,PA0281000
17500,Bureau of Forestry: Cumberland County,PA021BF00
17501,Coaldale Police Department,PA0541300
17502,Ashland Police Department,PA0541200
17503,Bureau of Narcotics: Philadelphia County,PA051DE00
17504,Carmichaels Police Department,PA0300200
17505,Jefferson Hills Borough Police Department,PA0027500
17506,Narberth Police Department,PA0463500
17507,North Cornwall Township Police Department,PA0381200
17508,Clarks Summit Police Department,PA0350700
17509,State Police Gaming Enforcement,PAGEA0700
17510,State Park Rangers: Chapman,PA0621200
17511,Osceola Township Police Department,PA0591700
17512,Conneaut Lake Regional Police Department,PA0201800
17513,Mill Hall Police Department,PA0180900
17514,Lehigh University,PA048359E
17515,"Newtown Township Police Department, Delaware County",PA0232300
17516,Polk Police Department,PA0611400
17517,Shippensburg University,PA0211600
17518,Bureau of Narcotics: Forest County,PA027DE00
17519,Lancaster Police Department,PA0360500
17520,"Shenango Township Police Department, Lawrence County",PA0370300
17521,State Park Rangers: Neshaminy,PA0093000
17522,"Fairview Township Police Department, York County",PA0670600
17523,Colebrookdale District Police Department,PA0062500
17524,Center Township Police Department,PA0041800
17525,Donegal Township Police Department,PA0632100
17526,"State Police, Bureau of Criminal Investigation: Somerset County",PA56BCI0X
17527,West Chester University,PA0154600
17528,Palo Alto Police Department,PA0542300
17529,Branch Township Police Department,PA0544700
17530,Freemansburg Police Department,PA0483100
17531,East Pittsburgh Police Department,PA0026400
17532,Upper Pottsgrove Township Police Department,PA0464600
17533,Montgomery County Sheriff's Office,PA0460000
17534,Plains Township Police Department,PA0402100
17535,Annville Township Police Department,PA0380100
17536,State Police: Jefferson County,PA033SP00
17537,Warren Police Department,PA0620100
17538,Moscow Police Department,PA0351800
17539,"Lawrence Township Police Department, Tioga County",PA0590600
17540,State Park Rangers: Ole Bull,PA0531400
17541,Folcroft Police Department,PA0231200
17542,Akron Police Department,PA0361600
17543,Pulaski Township Police Department,PA0371400
17544,Bureau of Narcotics: Cameron County,PA012DE00
17545,Spring City Police Department,PA0151100
17546,Reading Police Department,PA0061400
17547,Bureau of Narcotics: Mercer County,PA043DE00
17548,Langhorne Manor  Police Department,PA0094100
17549,Smith Township Police Department,PA0633200
17550,Great Bend Police Department,PA0581900
17551,Rochester Township Police Department,PA0042900
17552,West Pikeland Township Police Department,PA0155700
17553,Smithton Borough Police Department,PA0656300
17554,Whitaker Borough Police Department,PA0029900
17555,Ryan Township Police Department,PA0543400
17556,Hummelstown Police Department,PA0220300
17557,Brackenridge Police Department,PA0025300
17558,Blacklick Township Police Department,PA0111900
17559,Jenkintown Police Department,PA0461100
17560,Wilkins Township Police Department,PA0020L00
17561,Marlborough Township Police Department,PA0465700
17562,Armagh Township Police Department,PA0440600
17563,Bureau of Forestry: Northampton County,PA048BF00
17564,Aston Township Police Department,PA0230100
17565,Mercersburg Police Department,PA0280400
17566,Birdsboro Police Department,PA0060100
17567,"State Police, Bureau of Criminal Investigation: Berks County",PA06BCI0X
17568,Westmoreland County Park,PA0655200
17569,Quarryville Police Department,PA0362900
17570,East Penn Township Police Department,PA0131500
17571,Greenwood Township Police Department,PA0192900
17572,South Heidelberg Township Police Department,PA0064700
17573,Rosslyn Farms Police Department,PA0028800
17574,Zerbe Township Police Department,PA0490900
17575,Walker Township Police Department,PA0544500
17576,Department of Environmental Resources,PA0223800
17577,Shaler Township Police Department,PA0024200
17578,Pottstown Police Department,PA0462200
17579,Dale Police Department,PA0110800
17580,Pringle Police Department,PA0404300
17581,Fort Indiantown Gap,PA0382500
17582,Bureau of Narcotics: Tioga County,PA059DE00
17583,Bureau of Forestry: Jefferson County,PA033BF00
17584,Coudersport Police Department,PA0530100
17585,Upper Chichester Township Police Department,PA0233600
17586,State Police: Northampton County,PA048SP00
17587,West Shore Regional Police Department,PA0210500
17588,"Washington Township Police Department, Fayette County",PA0260800
17589,Lehighton Police Department,PA0130400
17590,Lower Heidelberg Township Police Department,PA0063600
17591,"Cumberland Township Police Department, Greene County",PA0300400
17592,Liberty Police Department,PA0027700
17593,County Detective: Pike County,PA0520300
17594,Pymatuning Township Police Department,PA0430800
17595,Bentleyville Police Department,PA0631000
17596,Beaver Falls Police Department,PA0040500
17597,New Garden Township Police Department,PA0153500
17598,Greene County Sheriff's Office,PA0300000
17599,Heidelberg Police Department,PA0027300
17600,State Police: Northumberland County,PA049SP00
17601,Bureau of Narcotics: Fayette County,PA026DE00
17602,Bloomsburg University,PA0190900
17603,Bureau of Forestry: Clinton County,PA018BF00
17604,Telford Police Department,PA0463700
17605,Shenandoah Police Department,PA0541000
17606,Bureau of Narcotics: Mckean County,PA042DE00
17607,Jermyn Police Department,PA0350900
17608,Centre County Sheriff's Office,PA0140000
17609,State Park Rangers: Ricketts Glen,PA0403000
17610,Cleona Police Department,PA0381400
17611,"State Police, Bureau of Criminal Investigation: Pike County",PA52BCI0X
17612,Duquesne Police Department,PA0020900
17613,Bureau of Forestry: Adams County,PA001BF00
17614,Prospect Park Police Department,PA0232500
17615,Upper Allen Township Police Department,PA0211800
17616,State Police: Clarion County,PA016SP00
17617,Neshannock Township Police Department,PA0370500
17618,Manheim Police Department,PA0360700
17619,Valley Township Police Department,PA0154400
17620,New Britain Township Police Department,PA0093200
17621,East Washington Police Department,PA0632300
17622,Macungie Police Department,PA0391200
17623,"State Police, Bureau of Criminal Investigation: Armstrong County",PA03BCI0X
17624,Halifax Police Department,PA0221600
17625,West Pottsgrove Township Police Department,PA0464800
17626,Elkland Police Department,PA0590400
17627,Ambler Police Department,PA0460200
17628,Altoona Police Department,PA0070100
17629,Sheffield Township Police Department,PA0620300
17630,Hughestown Police Department,PA0406500
17631,Pennsylvania State University: University Park,PA0141100
17632,Palmyra Police Department,PA0380300
17633,Bureau of Narcotics: Cambria County,PA011DE00
17634,"State Police, Bureau of Criminal Investigation: Columbia County",PA19BCI0X
17635,Haverford Township Police Department,PA0231400
17636,State Police: Allegheny County,PA002SP00
17637,Sugarcreek Police Department,PA0610500
17638,Farrell,PA0432800
17639,Christiana Police Department,PA0361800
17640,West Brandywine Township Police Department,PA0155500
17641,Shillington Police Department,PA0061600
17642,Plumstead Township Police Department,PA0094300
17643,State Police,PAPSP0000
17644,Allentown Police Department,PA0390100
17645,"State Police, Bureau of Criminal Investigation: Indiana County",PA32BCI0X
17646,Ben Avon Heights Police Department,PA0025100
17647,South Fayette Township Police Department,PA0020J00
17648,State Police: Adams County,PA001SP00
17649,Cass Township Police Department,PA0543200
17650,Lower Gwynedd Township Police Department,PA0461300
17651,Northeast Police Department Police Department,PA0081200
17652,Middletown Police Department,PA0220500
17653,Pennsylvania State University: Altoona,PA0071400
17654,Towamencin Township Police Department,PA0465900
17655,Bureau of Forestry: Northumberland County,PA049BF00
17656,"State Police, Bureau of Criminal Investigation: Delaware County",PA23BCI0X
17657,Brookhaven Police Department,PA0230300
17658,Mars Police Department,PA0100800
17659,"Robinson Township Police Department, Washington County",PA0634700
17660,Canonsburg Police Department,PA0630100
17661,State Police: Juniata County,PA034SP00
17662,"Schuylkill Township Police Department, Chester County",PA0152200
17663,Morrisville Police Department,PA0091000
17664,Cumru Township Police Department,PA0060300
17665,West Penn Township Police Department,PA0544300
17666,Johnsonburg Police Department,PA0240100
17667,County Detective: Berks County,PA0064900
17668,Greencastle Police Department,PA0280200
17669,State Park Rangers: Pymatuning,PA0200900
17670,Port Vue Police Department,PA0028600
17671,Bureau of Narcotics: Susquehanna County,PA058DE00
17672,Bureau of Narcotics: Butler County,PA010DE00
17673,Albion Police Department,PA0250800
17674,Rockledge Police Department,PA0462400
17675,"Robinson Township Police Department, Allegheny County",PA0024000
17676,State Police: Clearfield County,PA017SP00
17677,Bureau of Forestry: Allegheny County,PA002BF00
17678,Smethport Police Department,PA0420800
17679,"Jackson Township Police Department, Luzerne County",PA0404100
17680,"State Police, Bureau of Criminal Investigation: Lehigh County",PA39BCI0X
17681,Mechanicsburg Police Department,PA0210700
17682,Bureau of Forestry: Clearfield County,PA017BF00
17683,Saxonburg Police Department,PA0101900
17684,"Upper Providence Township, Delaware County",PA0233800
17685,Huntingdon County Sheriff's Office,PA0310000
17686,Beallsville Police Department,PA0631200
17687,Bureau of Forestry: Juniata County,PA034BF00
17688,East Vincent Township Police Department,PA0153300
17689,Warminster Township Police Department,PA0092100
17690,Rochester Police Department,PA0040700
17691,Sharon Police Department,PA0430600
17692,Jim Thorpe Police Department,PA0130200
17693,State Police: Huntingdon County,PA031SP00
17694,Old Forge Police Department,PA0350300
17695,West Mead Township Police Department,PA0201400
17696,State Park Rangers: Colonel Denning,PA0212300
17697,Sharon Hill Police Department,PA0233000
17698,"Penn Township Police Department, Butler County",PA0101000
17699,Latimore Township Police Department,PA0012400
17700,Montrose Police Department,PA0580400
17701,"Lawrence Township Police Department, Clearfield County",PA0171100
17702,Bureau of Forestry: Columbia County,PA019BF00
17703,Columbia Police Department,PA0360100
17704,Bureau of Narcotics: Lycoming County,PA041DE00
17705,"State Police, Bureau of Criminal Investigation: Fayette County",PA26BCI0X
17706,Tidioute Police Department,PA0620500
17707,Mountville  Police Department,PA0364700
17708,Lower Frederick Township Police Department,PA0464200
17709,"Jefferson Township Police Department, Mercer County",PA0431500
17710,Hughesville Police Department,PA0410800
17711,Harrisburg International Airport,PA0223200
17712,Ross Township Police Department,PA0022200
17713,University of Pittsburgh: Johnstown,PA0116500
17714,East Whiteland Township Police Department,PA0150400
17715,Robeson Township Police Department,PA0062900
17716,Etna Police Department,PA0026800
17717,Mansfield Police Department,PA0590200
17718,New Bethlehem Police Department,PA0160200
17719,State Park Rangers: Black Moshannon,PA0141700
17720,"State Police, Bureau of Criminal Investigation: Tioga County",PA59BCI0X
17721,Athens Police Department,PA0080100
17722,Shippingport Police Department,PA0045100
17723,State Police: Armstrong County,PA003SP00
17724,State Police: Skippack,PA046SP00
17725,Logan Township Police Department,PA0070300
17726,Reading Township Police Department,PA0011300
17727,"State Police, Bureau of Criminal Investigation: Warren County",PA62BCI0X
17728,Clearfield County Sheriff's Office,PA0170000
17729,Hop Bottom Borough Police Department,PA0581500
17730,"Lancaster Township Police Department, Lancaster County",PA0361200
17731,Northern Lancaster County Regional Police Department,PA0365800
17732,Limerick Township Police Department,PA0465300
17733,Warrington Township Police Department,PA0094500
17734,State Park Rangers: Raymond B. Winter,PA0600900
17735,East Stroudsburg University,PA0451100
17736,West Brownsville Police Department,PA0633600
17737,Royalton Police Department,PA0222100
17738,Mount Carmel Township Police Department,PA0491800
17739,Green Tree Police Department,PA0021100
17740,Fawn Township Police Department,PA0020P00
17741,State Park Rangers: Tuscarora,PA0545400
17742,Wayne Township Police Department,PA0371000
17743,State Park Rangers: Maurice K. Goddard,PA0432600
17744,West Grove Borough Police Department,PA0151500
17745,"Spring Township Police Department, Berks County",PA0061800
17746,South Greensburg Police Department,PA0652100
17747,Castle Shannon Police Department,PA0025700
17748,"Union Township Police Department, Schuylkill County",PA0543000
17749,Dallas Township Police Department,PA0405000
17750,"Scott Township Police Department, Lackawanna County",PA0352700
17751,Midway Police Department,PA0633800
17752,Littlestown Police Department,PA0010200
17753,Camp Hill Police Department,PA0210100
17754,Nazareth  Police Department,PA0480700
17755,Honesdale Police Department,PA0640100
17756,Bureau of Narcotics: Sullivan County,PA057DE00
17757,Bureau of Forestry: Huntingdon County,PA031BF00
17758,Uwchlan Township Police Department,PA0152800
17759,"Manor Township Police Department, Lancaster County",PA0362500
17760,"Newtown Township Police Department, Bucks County",PA0091200
17761,Monroe County Sheriff's Office,PA0450000
17762,Bureau of Narcotics: Centre County,PA014DE00
17763,Fleetwood Police Department,PA0060500
17764,West Homestead Police Department,PA0024600
17765,Allegheny County Sheriff's Office,PA0020000
17766,Sunbury Police Department,PA0490500
17767,Monongahela Police Department,PA0630300
17768,Highspire Police Department,PA0221000
17769,University of Pittsburgh: Greensburg,PA0655600
17770,New Kensington Police Department,PA0651000
17771,Sykesville Police Department,PA0330700
17772,Morris Township,PA0301100
17773,"Penn Township Police Department, York County",PA0674100
17774,Pennsylvania Fish and Boat Commission,PA0223400
17775,Resa Regional Police Department,PA0634900
17776,Cambridge Springs Police Department,PA0200300
17777,Bureau of Narcotics: Fulton County,PA029DE00
17778,Northern Regional Police Department,PA0021B00
17779,Bureau of Forestry: Montgomery County,PA046BF00
17780,Mount Jewett Police Department,PA0420600
17781,County Detective: Lebanon County,PA0382100
17782,State Police: Clinton County,PA018SP00
17783,Confluence Police Department,PA0560800
17784,West Vincent Township Police Department,PA0153900
17785,"Franklin Township Police Department, Carbon County",PA0130800
17786,Upper Makefield Township Police Department,PA0092300
17787,Bureau of Forestry: Armstrong County,PA003BF00
17788,Conoy Township Police Department,PA0363600
17789,State Park Rangers: Point,PA002A600
17790,Moon Township Police Department,PA0023500
17791,Hermitage Police Department,PA0430400
17792,"Carroll Township Police Department, Washington County",PA0631400
17793,Brighton Township Police Department,PA0040900
17794,Rostraver Township Police Department,PA0654500
17795,Pennsylvania State University: Wilkes-Barre,PA0407200
17796,Wrightsville Police Department,PA0673000
17797,State Park Rangers: Cook Forest,PA0161100
17798,Centerville Police Department,PA0631600
17799,Archbald Police Department,PA0350500
17800,State Capitol Police,PA0222300
17801,Edgewood Police Department,PA0023100
17802,Lawrenceville Police Department,PA0591100
17803,Whitpain Township Police Department,PA0463300
17804,University of Pittsburgh: Bradford,PA0421500
17805,Swarthmore Police Department,PA0233200
17806,Fairfield Police Department,PA0012200
17807,State Park Rangers: Worlds End,PA0570400
17808,Forest City Police Department,PA0580200
17809,Kingston Police Department,PA0400800
17810,County Detective: Warren County,PA0620700
17811,Ephrata Police Department,PA0360300
17812,"Warwick Township Police Department, Bucks County",PA0093600
17813,Mount Holly Springs Police Department,PA0211400
17814,Ellwood City Police Department,PA0370100
17815,State Police: Montour County,PA047SP00
17816,East Coventry Township Police Department,PA0154800
17817,Downingtown Police Department,PA0150200
17818,Elizabeth Police Department,PA0026600
17819,Clarion County Sheriff's Office,PA0160000
17820,Millersburg Police Department,PA0221200
17821,Sayre Police Department,PA0080300
17822,Courtdale Police Department,PA0406100
17823,Jessup Police Department,PA0351600
17824,Allegheny County District Attorney Criminal Investigation Division,PA0022000
